,SchoolYear,OrganizationLevel,organizationid,OrganizationName,County,ESDName,ESDOrganizationId,DistrictCode,DistrictName,DistrictOrganizationId,SchoolCode,SchoolName,SchoolOrganizationId,TotalTeacherCount,TotalStudentCount,StudentToTeacherRatio,AverageClassSize,Program,ProgramFormalName,ProgramTeacherCount,ProgramTeacherPercent,ProgramFTE,CertificateType,CertificateTypeCount,CertificateTypePercent,LimitedCertificateType,LimitedCertificateCount,LimitedCertificatePercent,IsEEValidated,DataAsOf
8323,2017-2018,School,101255,Puget Sound Skills Center,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2270.0,Puget Sound Skills Center,101255.0,28.0,,,,Other,Other,7.0,0.25,,All,,,,,,1,15:22.7
8324,2017-2018,School,101256,Highline High School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2325.0,Highline High School,101256.0,62.0,,,,Basic Ed,Basic Education,43.0,0.6940000000000001,48.2,All,,,,,,1,15:22.7
8325,2017-2018,School,101256,Highline High School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2325.0,Highline High School,101256.0,62.0,,,,CTE,Career and Technical Education,8.0,0.129,7.332999999999999,All,,,,,,1,15:22.7
8326,2017-2018,School,101256,Highline High School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2325.0,Highline High School,101256.0,62.0,,,,Other,Other,14.0,0.226,3.6,All,,,,,,1,15:22.7
8327,2017-2018,School,101256,Highline High School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2325.0,Highline High School,101256.0,62.0,,,,SPED,Special Education,6.0,0.09699999999999999,6.0,All,,,,,,1,15:22.7
8328,2017-2018,School,101256,Highline High School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2325.0,Highline High School,101256.0,62.0,,,,TBIP,Transitional Bilingual Instructional Program,1.0,0.016,0.2,All,,,,,,1,15:22.7
8329,2017-2018,School,101257,Des Moines Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2418.0,Des Moines Elementary,101257.0,25.0,,,,Basic Ed,Basic Education,19.0,0.76,17.36,All,,,,,,1,15:22.7
8330,2017-2018,School,101257,Des Moines Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2418.0,Des Moines Elementary,101257.0,25.0,,,,Other,Other,1.0,0.04,0.1,All,,,,,,1,15:22.7
8331,2017-2018,School,101257,Des Moines Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2418.0,Des Moines Elementary,101257.0,25.0,,,,SPED,Special Education,6.0,0.24,4.728,All,,,,,,1,15:22.7
8332,2017-2018,School,101257,Des Moines Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2418.0,Des Moines Elementary,101257.0,25.0,,,,TBIP,Transitional Bilingual Instructional Program,1.0,0.04,0.1,All,,,,,,1,15:22.7
8333,2017-2018,School,101260,White Center Heights Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2639.0,White Center Heights Elementary,101260.0,42.0,,,,Basic Ed,Basic Education,33.0,0.7859999999999999,34.186,All,,,,,,1,15:22.7
8334,2017-2018,School,101260,White Center Heights Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2639.0,White Center Heights Elementary,101260.0,42.0,,,,Other,Other,5.0,0.11900000000000001,1.2,All,,,,,,1,15:22.7
8335,2017-2018,School,101260,White Center Heights Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2639.0,White Center Heights Elementary,101260.0,42.0,,,,SPED,Special Education,4.0,0.095,2.835,All,,,,,,1,15:22.7
8336,2017-2018,School,101260,White Center Heights Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2639.0,White Center Heights Elementary,101260.0,42.0,,,,TBIP,Transitional Bilingual Instructional Program,1.0,0.024,0.6,All,,,,,,1,15:22.7
8337,2017-2018,School,101261,Hazel Valley Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2699.0,Hazel Valley Elementary,101261.0,43.0,,,,Basic Ed,Basic Education,36.0,0.8370000000000001,33.022,All,,,,,,1,15:22.7
8338,2017-2018,School,101261,Hazel Valley Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2699.0,Hazel Valley Elementary,101261.0,43.0,,,,Other,Other,2.0,0.047,,All,,,,,,1,15:22.7
8339,2017-2018,School,101261,Hazel Valley Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2699.0,Hazel Valley Elementary,101261.0,43.0,,,,SPED,Special Education,5.0,0.11599999999999999,4.732,All,,,,,,1,15:22.7
8340,2017-2018,School,101261,Hazel Valley Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2699.0,Hazel Valley Elementary,101261.0,43.0,,,,TBIP,Transitional Bilingual Instructional Program,1.0,0.023,0.5,All,,,,,,1,15:22.7
8341,2017-2018,School,101262,McMicken Heights Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2734.0,McMicken Heights Elementary,101262.0,37.0,,,,Basic Ed,Basic Education,32.0,0.865,25.831999999999997,All,,,,,,1,15:22.7
8342,2017-2018,School,101262,McMicken Heights Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2734.0,McMicken Heights Elementary,101262.0,37.0,,,,Other,Other,1.0,0.027000000000000003,,All,,,,,,1,15:22.7
8343,2017-2018,School,101262,McMicken Heights Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2734.0,McMicken Heights Elementary,101262.0,37.0,,,,SPED,Special Education,4.0,0.10800000000000001,2.54,All,,,,,,1,15:22.7
8344,2017-2018,School,101265,Beverly Park Elem at Glendale,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2765.0,Beverly Park Elem at Glendale,101265.0,30.0,,,,Basic Ed,Basic Education,24.0,0.8,19.172,All,,,,,,1,15:22.7
8345,2017-2018,School,101265,Beverly Park Elem at Glendale,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2765.0,Beverly Park Elem at Glendale,101265.0,30.0,,,,Other,Other,3.0,0.1,0.073,All,,,,,,1,15:22.7
8346,2017-2018,School,101265,Beverly Park Elem at Glendale,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2765.0,Beverly Park Elem at Glendale,101265.0,30.0,,,,SPED,Special Education,3.0,0.1,2.367,All,,,,,,1,15:22.7
8347,2017-2018,School,101265,Beverly Park Elem at Glendale,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2765.0,Beverly Park Elem at Glendale,101265.0,30.0,,,,TBIP,Transitional Bilingual Instructional Program,1.0,0.033,0.033,All,,,,,,1,15:22.7
8348,2017-2018,School,101266,Shorewood Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2842.0,Shorewood Elementary,101266.0,34.0,,,,Basic Ed,Basic Education,29.0,0.853,26.94,All,,,,,,1,15:22.7
8349,2017-2018,School,101266,Shorewood Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2842.0,Shorewood Elementary,101266.0,34.0,,,,SPED,Special Education,5.0,0.147,7.709,All,,,,,,1,15:22.7
8350,2017-2018,School,101268,Gregory Heights Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2844.0,Gregory Heights Elementary,101268.0,36.0,,,,Basic Ed,Basic Education,31.0,0.861,28.329,All,,,,,,1,15:22.7
8351,2017-2018,School,101268,Gregory Heights Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2844.0,Gregory Heights Elementary,101268.0,36.0,,,,Other,Other,2.0,0.055999999999999994,0.45,All,,,,,,1,15:22.7
8352,2017-2018,School,101268,Gregory Heights Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2844.0,Gregory Heights Elementary,101268.0,36.0,,,,SPED,Special Education,3.0,0.083,1.85,All,,,,,,1,15:22.7
8353,2017-2018,School,101268,Gregory Heights Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2844.0,Gregory Heights Elementary,101268.0,36.0,,,,TBIP,Transitional Bilingual Instructional Program,1.0,0.027999999999999997,0.55,All,,,,,,1,15:22.7
8354,2017-2018,School,101270,Cedarhurst Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2926.0,Cedarhurst Elementary,101270.0,36.0,,,,Basic Ed,Basic Education,31.0,0.861,31.241999999999997,All,,,,,,1,15:22.7
8355,2017-2018,School,101270,Cedarhurst Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2926.0,Cedarhurst Elementary,101270.0,36.0,,,,Other,Other,2.0,0.055999999999999994,1.0,All,,,,,,1,15:22.7
8356,2017-2018,School,101270,Cedarhurst Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2926.0,Cedarhurst Elementary,101270.0,36.0,,,,SPED,Special Education,3.0,0.083,3.0,All,,,,,,1,15:22.7
8357,2017-2018,School,101271,Sylvester Middle School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2927.0,Sylvester Middle School,101271.0,45.0,,,,Basic Ed,Basic Education,31.0,0.6890000000000001,34.764,All,,,,,,1,15:22.7
8358,2017-2018,School,101271,Sylvester Middle School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2927.0,Sylvester Middle School,101271.0,45.0,,,,CTE,Career and Technical Education,1.0,0.022000000000000002,1.0,All,,,,,,1,15:22.7
8359,2017-2018,School,101271,Sylvester Middle School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2927.0,Sylvester Middle School,101271.0,45.0,,,,Other,Other,8.0,0.17800000000000002,0.745,All,,,,,,1,15:22.7
8360,2017-2018,School,101271,Sylvester Middle School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2927.0,Sylvester Middle School,101271.0,45.0,,,,SPED,Special Education,8.0,0.17800000000000002,10.0,All,,,,,,1,15:22.7
8361,2017-2018,School,101271,Sylvester Middle School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2927.0,Sylvester Middle School,101271.0,45.0,,,,TBIP,Transitional Bilingual Instructional Program,2.0,0.044000000000000004,0.354,All,,,,,,1,15:22.7
8362,2017-2018,School,101272,Bow Lake Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2982.0,Bow Lake Elementary,101272.0,47.0,,,,Basic Ed,Basic Education,35.0,0.745,30.929000000000002,All,,,,,,1,15:22.7
8363,2017-2018,School,101272,Bow Lake Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2982.0,Bow Lake Elementary,101272.0,47.0,,,,Other,Other,6.0,0.128,1.2,All,,,,,,1,15:22.7
8364,2017-2018,School,101272,Bow Lake Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2982.0,Bow Lake Elementary,101272.0,47.0,,,,SPED,Special Education,6.0,0.128,4.6,All,,,,,,1,15:22.7
8365,2017-2018,School,101272,Bow Lake Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2982.0,Bow Lake Elementary,101272.0,47.0,,,,TBIP,Transitional Bilingual Instructional Program,1.0,0.021,1.0,All,,,,,,1,15:22.7
8366,2017-2018,School,101273,North Hill Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2983.0,North Hill Elementary,101273.0,35.0,,,,Basic Ed,Basic Education,30.0,0.857,27.104,All,,,,,,1,15:22.7
8367,2017-2018,School,101273,North Hill Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2983.0,North Hill Elementary,101273.0,35.0,,,,Other,Other,2.0,0.057,1.0,All,,,,,,1,15:22.7
8368,2017-2018,School,101273,North Hill Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2983.0,North Hill Elementary,101273.0,35.0,,,,SPED,Special Education,3.0,0.086,2.5,All,,,,,,1,15:22.7
8369,2017-2018,School,101274,Midway Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2984.0,Midway Elementary,101274.0,37.0,,,,Basic Ed,Basic Education,31.0,0.838,29.612,All,,,,,,1,15:22.7
8370,2017-2018,School,101274,Midway Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2984.0,Midway Elementary,101274.0,37.0,,,,Other,Other,3.0,0.081,0.65,All,,,,,,1,15:22.7
8371,2017-2018,School,101274,Midway Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2984.0,Midway Elementary,101274.0,37.0,,,,SPED,Special Education,4.0,0.10800000000000001,4.55,All,,,,,,1,15:22.7
8372,2017-2018,School,101274,Midway Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,2984.0,Midway Elementary,101274.0,37.0,,,,TBIP,Transitional Bilingual Instructional Program,1.0,0.027000000000000003,0.35,All,,,,,,1,15:22.7
8373,2017-2018,School,101278,Southern Heights Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3032.0,Southern Heights Elementary,101278.0,21.0,,,,Basic Ed,Basic Education,15.0,0.7140000000000001,13.290999999999999,All,,,,,,1,15:22.7
8374,2017-2018,School,101278,Southern Heights Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3032.0,Southern Heights Elementary,101278.0,21.0,,,,Other,Other,2.0,0.095,,All,,,,,,1,15:22.7
8375,2017-2018,School,101278,Southern Heights Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3032.0,Southern Heights Elementary,101278.0,21.0,,,,SPED,Special Education,4.0,0.19,3.35,All,,,,,,1,15:22.7
8376,2017-2018,School,101280,Marvista Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3097.0,Marvista Elementary,101280.0,35.0,,,,Basic Ed,Basic Education,31.0,0.8859999999999999,27.67,All,,,,,,1,15:22.7
8377,2017-2018,School,101280,Marvista Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3097.0,Marvista Elementary,101280.0,35.0,,,,SPED,Special Education,4.0,0.114,2.7239999999999998,All,,,,,,1,15:22.7
8378,2017-2018,School,101281,Chinook Middle School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3098.0,Chinook Middle School,101281.0,40.0,,,,Basic Ed,Basic Education,25.0,0.625,34.225,All,,,,,,1,15:22.7
8379,2017-2018,School,101281,Chinook Middle School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3098.0,Chinook Middle School,101281.0,40.0,,,,CTE,Career and Technical Education,2.0,0.05,2.0,All,,,,,,1,15:22.7
8380,2017-2018,School,101281,Chinook Middle School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3098.0,Chinook Middle School,101281.0,40.0,,,,Other,Other,12.0,0.3,0.912,All,,,,,,1,15:22.7
8381,2017-2018,School,101281,Chinook Middle School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3098.0,Chinook Middle School,101281.0,40.0,,,,SPED,Special Education,6.0,0.15,5.8,All,,,,,,1,15:22.7
8382,2017-2018,School,101281,Chinook Middle School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3098.0,Chinook Middle School,101281.0,40.0,,,,TBIP,Transitional Bilingual Instructional Program,2.0,0.05,0.3,All,,,,,,1,15:22.7
8383,2017-2018,School,101282,Evergreen High School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3099.0,Evergreen High School,101282.0,63.0,,,,Basic Ed,Basic Education,41.0,0.6509999999999999,52.033,All,,,,,,1,15:22.7
8384,2017-2018,School,101282,Evergreen High School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3099.0,Evergreen High School,101282.0,63.0,,,,CTE,Career and Technical Education,8.0,0.127,9.4,All,,,,,,1,15:22.7
8385,2017-2018,School,101282,Evergreen High School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3099.0,Evergreen High School,101282.0,63.0,,,,Other,Other,20.0,0.317,5.267,All,,,,,,1,15:22.7
8386,2017-2018,School,101282,Evergreen High School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3099.0,Evergreen High School,101282.0,63.0,,,,SPED,Special Education,10.0,0.159,10.0,All,,,,,,1,15:22.7
8387,2017-2018,School,101282,Evergreen High School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3099.0,Evergreen High School,101282.0,63.0,,,,TBIP,Transitional Bilingual Instructional Program,2.0,0.032,1.7,All,,,,,,1,15:22.7
8388,2017-2018,School,101283,Cascade Middle School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3163.0,Cascade Middle School,101283.0,37.0,,,,Basic Ed,Basic Education,26.0,0.703,38.7,All,,,,,,1,15:22.7
8389,2017-2018,School,101283,Cascade Middle School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3163.0,Cascade Middle School,101283.0,37.0,,,,CTE,Career and Technical Education,3.0,0.081,3.2,All,,,,,,1,15:22.7
8390,2017-2018,School,101283,Cascade Middle School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3163.0,Cascade Middle School,101283.0,37.0,,,,Other,Other,8.0,0.21600000000000003,3.6,All,,,,,,1,15:22.7
8391,2017-2018,School,101283,Cascade Middle School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3163.0,Cascade Middle School,101283.0,37.0,,,,SPED,Special Education,5.0,0.135,4.567,All,,,,,,1,15:22.7
8392,2017-2018,School,101283,Cascade Middle School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3163.0,Cascade Middle School,101283.0,37.0,,,,TBIP,Transitional Bilingual Instructional Program,3.0,0.081,1.8,All,,,,,,1,15:22.7
8393,2017-2018,School,101285,Hilltop Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3165.0,Hilltop Elementary,101285.0,34.0,,,,Basic Ed,Basic Education,29.0,0.853,28.072,All,,,,,,1,15:22.7
8394,2017-2018,School,101285,Hilltop Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3165.0,Hilltop Elementary,101285.0,34.0,,,,Other,Other,3.0,0.08800000000000001,0.71,All,,,,,,1,15:22.7
8395,2017-2018,School,101285,Hilltop Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3165.0,Hilltop Elementary,101285.0,34.0,,,,SPED,Special Education,2.0,0.059000000000000004,1.07,All,,,,,,1,15:22.7
8396,2017-2018,School,101285,Hilltop Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3165.0,Hilltop Elementary,101285.0,34.0,,,,TBIP,Transitional Bilingual Instructional Program,2.0,0.059000000000000004,0.8,All,,,,,,1,15:22.7
8397,2017-2018,School,101290,Madrona Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3278.0,Madrona Elementary,101290.0,39.0,,,,Basic Ed,Basic Education,32.0,0.821,31.298000000000002,All,,,,,,1,15:22.7
8398,2017-2018,School,101290,Madrona Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3278.0,Madrona Elementary,101290.0,39.0,,,,Other,Other,4.0,0.10300000000000001,1.1,All,,,,,,1,15:22.7
8399,2017-2018,School,101290,Madrona Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3278.0,Madrona Elementary,101290.0,39.0,,,,SPED,Special Education,4.0,0.10300000000000001,2.8169999999999997,All,,,,,,1,15:22.7
8400,2017-2018,School,101290,Madrona Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3278.0,Madrona Elementary,101290.0,39.0,,,,TBIP,Transitional Bilingual Instructional Program,1.0,0.026000000000000002,0.4,All,,,,,,1,15:22.7
8401,2017-2018,School,101291,Mount Rainier High School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3279.0,Mount Rainier High School,101291.0,79.0,,,,Basic Ed,Basic Education,55.0,0.696,58.273999999999994,All,,,,,,1,15:22.7
8402,2017-2018,School,101291,Mount Rainier High School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3279.0,Mount Rainier High School,101291.0,79.0,,,,CTE,Career and Technical Education,8.0,0.10099999999999999,8.0,All,,,,,,1,15:22.7
8403,2017-2018,School,101291,Mount Rainier High School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3279.0,Mount Rainier High School,101291.0,79.0,,,,Other,Other,14.0,0.177,3.127,All,,,,,,1,15:22.7
8404,2017-2018,School,101291,Mount Rainier High School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3279.0,Mount Rainier High School,101291.0,79.0,,,,SPED,Special Education,9.0,0.114,8.192,All,,,,,,1,15:22.7
8405,2017-2018,School,101291,Mount Rainier High School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3279.0,Mount Rainier High School,101291.0,79.0,,,,TBIP,Transitional Bilingual Instructional Program,2.0,0.025,0.66,All,,,,,,1,15:22.7
8406,2017-2018,School,101292,Pacific Middle School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3333.0,Pacific Middle School,101292.0,37.0,,,,Basic Ed,Basic Education,31.0,0.838,46.543,All,,,,,,1,15:22.7
8407,2017-2018,School,101292,Pacific Middle School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3333.0,Pacific Middle School,101292.0,37.0,,,,CTE,Career and Technical Education,2.0,0.054000000000000006,3.4,All,,,,,,1,15:22.7
8408,2017-2018,School,101292,Pacific Middle School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3333.0,Pacific Middle School,101292.0,37.0,,,,Other,Other,4.0,0.10800000000000001,1.287,All,,,,,,1,15:22.7
8409,2017-2018,School,101292,Pacific Middle School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3333.0,Pacific Middle School,101292.0,37.0,,,,SPED,Special Education,5.0,0.135,4.5,All,,,,,,1,15:22.7
8410,2017-2018,School,101292,Pacific Middle School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3333.0,Pacific Middle School,101292.0,37.0,,,,TBIP,Transitional Bilingual Instructional Program,2.0,0.054000000000000006,0.633,All,,,,,,1,15:22.7
8411,2017-2018,School,101294,Parkside Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3335.0,Parkside Elementary,101294.0,33.0,,,,Basic Ed,Basic Education,29.0,0.879,27.13,All,,,,,,1,15:22.7
8412,2017-2018,School,101294,Parkside Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3335.0,Parkside Elementary,101294.0,33.0,,,,Other,Other,1.0,0.03,,All,,,,,,1,15:22.7
8413,2017-2018,School,101294,Parkside Elementary,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3335.0,Parkside Elementary,101294.0,33.0,,,,SPED,Special Education,3.0,0.091,1.7480000000000002,All,,,,,,1,15:22.7
8414,2017-2018,School,101296,Seahurst Elementary School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3382.0,Seahurst Elementary School,101296.0,35.0,,,,Basic Ed,Basic Education,27.0,0.7709999999999999,28.965,All,,,,,,1,15:22.7
8415,2017-2018,School,101296,Seahurst Elementary School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3382.0,Seahurst Elementary School,101296.0,35.0,,,,Other,Other,6.0,0.171,2.45,All,,,,,,1,15:22.7
8416,2017-2018,School,101296,Seahurst Elementary School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3382.0,Seahurst Elementary School,101296.0,35.0,,,,SPED,Special Education,4.0,0.114,4.652,All,,,,,,1,15:22.7
8417,2017-2018,School,101296,Seahurst Elementary School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3382.0,Seahurst Elementary School,101296.0,35.0,,,,TBIP,Transitional Bilingual Instructional Program,1.0,0.028999999999999998,0.15,All,,,,,,1,15:22.7
8418,2017-2018,School,101297,Tyee High School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3483.0,Tyee High School,101297.0,63.0,,,,Basic Ed,Basic Education,38.0,0.603,44.906000000000006,All,,,,,,1,15:22.7
8419,2017-2018,School,101297,Tyee High School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3483.0,Tyee High School,101297.0,63.0,,,,CTE,Career and Technical Education,5.0,0.079,5.0,All,,,,,,1,15:22.7
8420,2017-2018,School,101297,Tyee High School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3483.0,Tyee High School,101297.0,63.0,,,,Other,Other,19.0,0.302,5.325,All,,,,,,1,15:22.7
8421,2017-2018,School,101297,Tyee High School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3483.0,Tyee High School,101297.0,63.0,,,,SPED,Special Education,10.0,0.159,10.0,All,,,,,,1,15:22.7
8422,2017-2018,School,101297,Tyee High School,King,Puget Sound Educational Service District 121,100006.0,17401.0,Highline School District,100105.0,3483.0,Tyee High School,101297.0,63.0,,,,TBIP,Transitional Bilingual Instructional Program,2.0,0.032,0.35200000000000004,All,,,,,,1,15:22.7
8423,2017-2018,School,101307,Family Link,King,Puget Sound Educational Service District 121,100006.0,17402.0,Vashon Island School District,100279.0,1822.0,Family Link,101307.0,2.0,,,,ALE,Alternative Learning Experience,2.0,1.0,1.133,All,,,,,,1,15:22.7
8424,2017-2018,School,101309,Vashon Island High School,King,Puget Sound Educational Service District 121,100006.0,17402.0,Vashon Island School District,100279.0,2419.0,Vashon Island High School,101309.0,39.0,,,,Basic Ed,Basic Education,25.0,0.6409999999999999,22.728,All,,,,,,1,15:22.7
8425,2017-2018,School,101309,Vashon Island High School,King,Puget Sound Educational Service District 121,100006.0,17402.0,Vashon Island School District,100279.0,2419.0,Vashon Island High School,101309.0,39.0,,,,CTE,Career and Technical Education,8.0,0.205,4.8,All,,,,,,1,15:22.7
8426,2017-2018,School,101309,Vashon Island High School,King,Puget Sound Educational Service District 121,100006.0,17402.0,Vashon Island School District,100279.0,2419.0,Vashon Island High School,101309.0,39.0,,,,Other,Other,8.0,0.205,0.157,All,,,,,,1,15:22.7
8427,2017-2018,School,101309,Vashon Island High School,King,Puget Sound Educational Service District 121,100006.0,17402.0,Vashon Island School District,100279.0,2419.0,Vashon Island High School,101309.0,39.0,,,,SPED,Special Education,1.0,0.026000000000000002,1.0,All,,,,,,1,15:22.7
8428,2017-2018,School,101309,Vashon Island High School,King,Puget Sound Educational Service District 121,100006.0,17402.0,Vashon Island School District,100279.0,2419.0,Vashon Island High School,101309.0,39.0,,,,TBIP,Transitional Bilingual Instructional Program,1.0,0.026000000000000002,0.185,All,,,,,,1,15:22.7
