,SchoolYear,OrganizationLevel,organizationid,OrganizationName,County,ESDName,ESDOrganizationId,DistrictCode,DistrictName,DistrictOrganizationId,SchoolCode,SchoolName,SchoolOrganizationId,TotalTeacherCount,TotalStudentCount,StudentToTeacherRatio,AverageClassSize,Program,ProgramFormalName,ProgramTeacherCount,ProgramTeacherPercent,ProgramFTE,CertificateType,CertificateTypeCount,CertificateTypePercent,LimitedCertificateType,LimitedCertificateCount,LimitedCertificatePercent,IsEEValidated,DataAsOf
4270,2017-2018,School,100973,Middle College High School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,1547.0,Middle College High School,100973.0,11.0,64.0,5.81818,3.0,ALL,,,,,All,,,,,,1,15:22.7
4271,2017-2018,School,100976,Tops K-8 School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,1579.0,Tops K-8 School,100976.0,28.0,471.0,16.82143,23.0,ALL,,,,,All,,,,,,1,15:22.7
4272,2017-2018,School,100989,Seattle World School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,1596.0,Seattle World School,100989.0,24.0,276.0,11.5,15.0,ALL,,,,,All,,,,,,1,15:22.7
4273,2017-2018,School,100990,Pathfinder K-8 School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,1620.0,Pathfinder K-8 School,100990.0,37.0,487.0,13.16216,17.0,ALL,,,,,All,,,,,,1,15:22.7
4274,2017-2018,School,100996,Interagency Programs,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,1635.0,Interagency Programs,100996.0,40.0,349.0,8.725,7.0,ALL,,,,,All,,,,,,1,15:22.7
4275,2017-2018,School,101004,Cascade Parent Partnership Program,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,1751.0,Cascade Parent Partnership Program,101004.0,5.0,193.0,38.6,,ALL,,,,,All,,,,,,1,15:22.7
4276,2017-2018,School,101006,Salmon Bay K-8 School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,1796.0,Salmon Bay K-8 School,101006.0,40.0,656.0,16.4,21.0,ALL,,,,,All,,,,,,1,15:22.7
4277,2017-2018,School,101013,The Center School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,1856.0,The Center School,101013.0,16.0,242.0,15.125,16.0,ALL,,,,,All,,,,,,1,15:22.7
4278,2017-2018,School,101036,Green Lake Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2061.0,Green Lake Elementary School,101036.0,29.0,437.0,15.068970000000002,21.0,ALL,,,,,All,,,,,,1,15:22.7
4279,2017-2018,School,101037,John Hay Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2063.0,John Hay Elementary School,101037.0,36.0,490.0,13.61111,33.0,ALL,,,,,All,,,,,,1,15:22.7
4280,2017-2018,School,101038,Madrona K-5 School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2069.0,Madrona K-5 School,101038.0,20.0,237.0,11.85,29.0,ALL,,,,,All,,,,,,1,15:22.7
4281,2017-2018,School,101039,Beacon Hill International School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2070.0,Beacon Hill International School,101039.0,30.0,416.0,13.866670000000001,29.0,ALL,,,,,All,,,,,,1,15:22.7
4282,2017-2018,School,101041,Stevens Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2080.0,Stevens Elementary School,101041.0,25.0,285.0,11.4,23.0,ALL,,,,,All,,,,,,1,15:22.7
4283,2017-2018,School,101042,John Stanford International School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2081.0,John Stanford International School,101042.0,28.0,452.0,16.14286,31.0,ALL,,,,,All,,,,,,1,15:22.7
4284,2017-2018,School,101044,Martin Luther King Jr. Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2089.0,Martin Luther King Jr. Elementary School,101044.0,23.0,272.0,11.826089999999999,25.0,ALL,,,,,All,,,,,,1,15:22.7
4285,2017-2018,School,101045,Frantz Coe Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2090.0,Frantz Coe Elementary School,101045.0,36.0,560.0,15.55556,38.0,ALL,,,,,All,,,,,,1,15:22.7
4286,2017-2018,School,101047,Whittier Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2092.0,Whittier Elementary School,101047.0,33.0,495.0,15.0,29.0,ALL,,,,,All,,,,,,1,15:22.7
4287,2017-2018,School,101049,Emerson Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2118.0,Emerson Elementary School,101049.0,29.0,305.0,10.51724,26.0,ALL,,,,,All,,,,,,1,15:22.7
4288,2017-2018,School,101051,Rising Star Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2120.0,Rising Star Elementary School,101051.0,30.0,421.0,14.03333,33.0,ALL,,,,,All,,,,,,1,15:22.7
4289,2017-2018,School,101052,Leschi Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2121.0,Leschi Elementary School,101052.0,34.0,402.0,11.82353,18.0,ALL,,,,,All,,,,,,1,15:22.7
4290,2017-2018,School,101053,Greenwood Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2123.0,Greenwood Elementary School,101053.0,20.0,322.0,16.1,26.0,ALL,,,,,All,,,,,,1,15:22.7
4291,2017-2018,School,101054,Adams Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2138.0,Adams Elementary School,101054.0,37.0,553.0,14.94595,32.0,ALL,,,,,All,,,,,,1,15:22.7
4292,2017-2018,School,101055,Gatewood Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2139.0,Gatewood Elementary School,101055.0,27.0,376.0,13.92593,28.0,ALL,,,,,All,,,,,,1,15:22.7
4293,2017-2018,School,101056,Thurgood Marshall Elementary,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2141.0,Thurgood Marshall Elementary,101056.0,35.0,568.0,16.22857,30.0,ALL,,,,,All,,,,,,1,15:22.7
4294,2017-2018,School,101057,West Woodland Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2142.0,West Woodland Elementary School,101057.0,37.0,566.0,15.2973,36.0,ALL,,,,,All,,,,,,1,15:22.7
4295,2017-2018,School,101058,John Muir Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2143.0,John Muir Elementary School,101058.0,31.0,358.0,11.54839,31.0,ALL,,,,,All,,,,,,1,15:22.7
4296,2017-2018,School,101061,Alki Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2181.0,Alki Elementary School,101061.0,24.0,373.0,15.541670000000002,29.0,ALL,,,,,All,,,,,,1,15:22.7
4297,2017-2018,School,101062,Franklin High School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2182.0,Franklin High School,101062.0,73.0,1286.0,17.61644,17.0,ALL,,,,,All,,,,,,1,15:22.7
4298,2017-2018,School,101063,Lawton Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2183.0,Lawton Elementary School,101063.0,25.0,453.0,18.12,33.0,ALL,,,,,All,,,,,,1,15:22.7
4299,2017-2018,School,101064,Concord International School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2199.0,Concord International School,101064.0,21.0,348.0,16.57143,29.0,ALL,,,,,All,,,,,,1,15:22.7
4300,2017-2018,School,101066,McGilvra Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2201.0,McGilvra Elementary School,101066.0,18.0,242.0,13.44444,27.0,ALL,,,,,All,,,,,,1,15:22.7
4301,2017-2018,School,101068,Broadview-Thomson K-8 School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2209.0,Broadview-Thomson K-8 School,101068.0,44.0,545.0,12.38636,21.0,ALL,,,,,All,,,,,,1,15:22.7
4302,2017-2018,School,101071,Ballard High School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2220.0,Ballard High School,101071.0,96.0,1932.0,20.125,19.0,ALL,,,,,All,,,,,,1,15:22.7
4303,2017-2018,School,101072,West Seattle High School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2234.0,West Seattle High School,101072.0,57.0,1047.0,18.36842,17.0,ALL,,,,,All,,,,,,1,15:22.7
4304,2017-2018,School,101076,Olympic View Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2256.0,Olympic View Elementary School,101076.0,31.0,449.0,14.483870000000001,32.0,ALL,,,,,All,,,,,,1,15:22.7
4305,2017-2018,School,101077,Highland Park Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2269.0,Highland Park Elementary School,101077.0,31.0,319.0,10.29032,25.0,ALL,,,,,All,,,,,,1,15:22.7
4306,2017-2018,School,101079,Roosevelt High School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2285.0,Roosevelt High School,101079.0,95.0,1868.0,19.66316,20.0,ALL,,,,,All,,,,,,1,15:22.7
4307,2017-2018,School,101080,Garfield High School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2306.0,Garfield High School,101080.0,95.0,1859.0,19.56842,21.0,ALL,,,,,All,,,,,,1,15:22.7
4308,2017-2018,School,101081,Bailey Gatzert Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2307.0,Bailey Gatzert Elementary School,101081.0,31.0,265.0,8.54839,22.0,ALL,,,,,All,,,,,,1,15:22.7
4309,2017-2018,School,101082,Dunlap Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2321.0,Dunlap Elementary School,101082.0,26.0,291.0,11.19231,27.0,ALL,,,,,All,,,,,,1,15:22.7
4310,2017-2018,School,101083,Montlake Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2322.0,Montlake Elementary School,101083.0,20.0,256.0,12.8,23.0,ALL,,,,,All,,,,,,1,15:22.7
4311,2017-2018,School,101085,Maple Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2353.0,Maple Elementary School,101085.0,40.0,531.0,13.275,39.0,ALL,,,,,All,,,,,,1,15:22.7
4312,2017-2018,School,101086,Hamilton International Middle School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2371.0,Hamilton International Middle School,101086.0,52.0,987.0,18.98077,24.0,ALL,,,,,All,,,,,,1,15:22.7
4313,2017-2018,School,101087,Bryant Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2372.0,Bryant Elementary School,101087.0,31.0,585.0,18.87097,35.0,ALL,,,,,All,,,,,,1,15:22.7
4314,2017-2018,School,101089,Cleveland High School STEM,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2392.0,Cleveland High School STEM,101089.0,54.0,872.0,16.14815,18.0,ALL,,,,,All,,,,,,1,15:22.7
4315,2017-2018,School,101091,Madison Middle School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2435.0,Madison Middle School,101091.0,48.0,882.0,18.375,19.0,ALL,,,,,All,,,,,,1,15:22.7
4316,2017-2018,School,101093,Laurelhurst Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2437.0,Laurelhurst Elementary School,101093.0,25.0,354.0,14.16,26.0,ALL,,,,,All,,,,,,1,15:22.7
4317,2017-2018,School,101094,Daniel Bagley Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2450.0,Daniel Bagley Elementary School,101094.0,30.0,425.0,14.166670000000002,15.0,ALL,,,,,All,,,,,,1,15:22.7
4318,2017-2018,School,101096,Loyal Heights Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2462.0,Loyal Heights Elementary School,101096.0,29.0,398.0,13.72414,27.0,ALL,,,,,All,,,,,,1,15:22.7
4319,2017-2018,School,101098,West Seattle Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2645.0,West Seattle Elementary School,101098.0,34.0,439.0,12.911760000000001,33.0,ALL,,,,,All,,,,,,1,15:22.7
4320,2017-2018,School,101099,View Ridge Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2667.0,View Ridge Elementary School,101099.0,34.0,550.0,16.176470000000002,32.0,ALL,,,,,All,,,,,,1,15:22.7
4321,2017-2018,School,101101,Eckstein Middle School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2729.0,Eckstein Middle School,101101.0,59.0,966.0,16.37288,21.0,ALL,,,,,All,,,,,,1,15:22.7
4322,2017-2018,School,101102,Arbor Heights Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2730.0,Arbor Heights Elementary School,101102.0,32.0,520.0,16.25,33.0,ALL,,,,,All,,,,,,1,15:22.7
4323,2017-2018,School,101105,Lafayette Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2733.0,Lafayette Elementary School,101105.0,25.0,406.0,16.24,31.0,ALL,,,,,All,,,,,,1,15:22.7
4324,2017-2018,School,101106,Catharine Blaine K-8 School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2838.0,Catharine Blaine K-8 School,101106.0,44.0,782.0,17.77273,29.0,ALL,,,,,All,,,,,,1,15:22.7
4325,2017-2018,School,101107,David T. Denny International Middle School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2839.0,David T. Denny International Middle School,101107.0,66.0,834.0,12.63636,18.0,ALL,,,,,All,,,,,,1,15:22.7
4326,2017-2018,School,101111,John Rogers Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2975.0,John Rogers Elementary School,101111.0,26.0,349.0,13.423079999999999,27.0,ALL,,,,,All,,,,,,1,15:22.7
4327,2017-2018,School,101112,Olympic Hills Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2976.0,Olympic Hills Elementary School,101112.0,34.0,377.0,11.088239999999999,26.0,ALL,,,,,All,,,,,,1,15:22.7
4328,2017-2018,School,101113,Viewlands Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2977.0,Viewlands Elementary School,101113.0,28.0,414.0,14.78571,27.0,ALL,,,,,All,,,,,,1,15:22.7
4329,2017-2018,School,101114,Wedgwood Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3026.0,Wedgwood Elementary School,101114.0,28.0,485.0,17.32143,32.0,ALL,,,,,All,,,,,,1,15:22.7
4330,2017-2018,School,101115,Northgate Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3027.0,Northgate Elementary School,101115.0,24.0,257.0,10.70833,24.0,ALL,,,,,All,,,,,,1,15:22.7
4331,2017-2018,School,101116,Sacajawea Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3028.0,Sacajawea Elementary School,101116.0,20.0,254.0,12.7,19.0,ALL,,,,,All,,,,,,1,15:22.7
4332,2017-2018,School,101117,Mercer International Middle School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3095.0,Mercer International Middle School,101117.0,70.0,1134.0,16.2,21.0,ALL,,,,,All,,,,,,1,15:22.7
4333,2017-2018,School,101118,Chief Sealth International High School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3096.0,Chief Sealth International High School,101118.0,69.0,1064.0,15.42029,18.0,ALL,,,,,All,,,,,,1,15:22.7
4334,2017-2018,School,101120,Roxhill Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3157.0,Roxhill Elementary School,101120.0,24.0,275.0,11.45833,25.0,ALL,,,,,All,,,,,,1,15:22.7
4335,2017-2018,School,101122,North Beach Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3218.0,North Beach Elementary School,101122.0,22.0,338.0,15.36364,27.0,ALL,,,,,All,,,,,,1,15:22.7
4336,2017-2018,School,101123,Ingraham High School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3276.0,Ingraham High School,101123.0,73.0,1388.0,19.0137,20.0,ALL,,,,,All,,,,,,1,15:22.7
4337,2017-2018,School,101124,Whitman Middle School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3277.0,Whitman Middle School,101124.0,37.0,534.0,14.432429999999998,19.0,ALL,,,,,All,,,,,,1,15:22.7
4338,2017-2018,School,101125,Rainier Beach High School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3327.0,Rainier Beach High School,101125.0,50.0,747.0,14.94,22.0,ALL,,,,,All,,,,,,1,15:22.7
4339,2017-2018,School,101126,Graham Hill Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3378.0,Graham Hill Elementary School,101126.0,25.0,357.0,14.28,24.0,ALL,,,,,All,,,,,,1,15:22.7
4340,2017-2018,School,101128,Rainier View Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3380.0,Rainier View Elementary School,101128.0,18.0,240.0,13.333329999999998,29.0,ALL,,,,,All,,,,,,1,15:22.7
4341,2017-2018,School,101129,Genesee Hill Elementary,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3429.0,Genesee Hill Elementary,101129.0,43.0,718.0,16.697670000000002,45.0,ALL,,,,,All,,,,,,1,15:22.7
4342,2017-2018,School,101130,Kimball Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3478.0,Kimball Elementary School,101130.0,25.0,445.0,17.8,33.0,ALL,,,,,All,,,,,,1,15:22.7
4343,2017-2018,School,101131,Nathan Hale High School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3479.0,Nathan Hale High School,101131.0,74.0,1228.0,16.59459,15.0,ALL,,,,,All,,,,,,1,15:22.7
4344,2017-2018,School,101134,McClure Middle School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3517.0,McClure Middle School,101134.0,32.0,540.0,16.875,17.0,ALL,,,,,All,,,,,,1,15:22.7
4345,2017-2018,School,101135,Fairmount Park Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3518.0,Fairmount Park Elementary School,101135.0,29.0,545.0,18.7931,30.0,ALL,,,,,All,,,,,,1,15:22.7
4346,2017-2018,School,101136,Wing Luke Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3581.0,Wing Luke Elementary School,101136.0,26.0,337.0,12.96154,31.0,ALL,,,,,All,,,,,,1,15:22.7
4347,2017-2018,School,101137,Sanislo Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3665.0,Sanislo Elementary School,101137.0,22.0,236.0,10.727269999999999,22.0,ALL,,,,,All,,,,,,1,15:22.7
4348,2017-2018,School,101138,Lowell Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3714.0,Lowell Elementary School,101138.0,29.0,371.0,12.7931,31.0,ALL,,,,,All,,,,,,1,15:22.7
4349,2017-2018,School,101139,B F Day Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3717.0,B F Day Elementary School,101139.0,18.0,284.0,15.777779999999998,23.0,ALL,,,,,All,,,,,,1,15:22.7
4350,2017-2018,School,101143,Aki Kurose Middle School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3774.0,Aki Kurose Middle School,101143.0,46.0,685.0,14.8913,18.0,ALL,,,,,All,,,,,,1,15:22.7
4351,2017-2018,School,101144,Alan T. Sugiyama High School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3778.0,Alan T. Sugiyama High School,101144.0,10.0,61.0,6.1,4.0,ALL,,,,,All,,,,,,1,15:22.7
4352,2017-2018,School,101145,Dearborn Park International School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3803.0,Dearborn Park International School,101145.0,21.0,318.0,15.14286,29.0,ALL,,,,,All,,,,,,1,15:22.7
4353,2017-2018,School,101147,Nova High School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3868.0,Nova High School,101147.0,18.0,312.0,17.33333,,ALL,,,,,All,,,,,,1,15:22.7
4354,2017-2018,School,101152,Licton Springs K-8,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3874.0,Licton Springs K-8,101152.0,20.0,164.0,8.2,18.0,ALL,,,,,All,,,,,,1,15:22.7
4355,2017-2018,School,101159,Thornton Creek Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3974.0,Thornton Creek Elementary School,101159.0,39.0,533.0,13.666670000000002,30.0,ALL,,,,,All,,,,,,1,15:22.7
4356,2017-2018,School,101167,Washington Middle School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,4064.0,Washington Middle School,101167.0,41.0,712.0,17.36585,21.0,ALL,,,,,All,,,,,,1,15:22.7
4357,2017-2018,School,101168,Orca K-8 School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,4065.0,Orca K-8 School,101168.0,31.0,391.0,12.6129,17.0,ALL,,,,,All,,,,,,1,15:22.7
4358,2017-2018,School,101173,South Shore PK-8 School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,4218.0,South Shore PK-8 School,101173.0,42.0,525.0,12.5,20.0,ALL,,,,,All,,,,,,1,15:22.7
4359,2017-2018,School,101174,Hawthorne Elementary School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,4248.0,Hawthorne Elementary School,101174.0,28.0,407.0,14.53571,30.0,ALL,,,,,All,,,,,,1,15:22.7
4360,2017-2018,School,101176,Residential Consortium,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,4263.0,Residential Consortium,101176.0,4.0,18.0,4.5,3.0,ALL,,,,,All,,,,,,1,15:22.7
4361,2017-2018,School,101183,Internet Academy,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,1759.0,Internet Academy,101183.0,24.0,252.0,10.5,11.0,ALL,,,,,All,,,,,,1,15:22.7
4362,2017-2018,School,101185,Federal Way Public Academy,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,1789.0,Federal Way Public Academy,101185.0,13.0,310.0,23.84615,28.0,ALL,,,,,All,,,,,,1,15:22.7
4363,2017-2018,School,101186,Federal Way High School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,2417.0,Federal Way High School,101186.0,82.0,1582.0,19.292679999999997,21.0,ALL,,,,,All,,,,,,1,15:22.7
4364,2017-2018,School,101187,Lakeland Elementary School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,2841.0,Lakeland Elementary School,101187.0,26.0,435.0,16.73077,23.0,ALL,,,,,All,,,,,,1,15:22.7
4365,2017-2018,School,101188,Mirror Lake Elementary School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3159.0,Mirror Lake Elementary School,101188.0,34.0,487.0,14.323529999999998,23.0,ALL,,,,,All,,,,,,1,15:22.7
4366,2017-2018,School,101189,Star Lake Elementary School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3160.0,Star Lake Elementary School,101189.0,31.0,429.0,13.83871,24.0,ALL,,,,,All,,,,,,1,15:22.7
4367,2017-2018,School,101190,Woodmont K-8 School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3328.0,Woodmont K-8 School,101190.0,30.0,498.0,16.6,26.0,ALL,,,,,All,,,,,,1,15:22.7
4368,2017-2018,School,101191,Panther Lake Elementary School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3329.0,Panther Lake Elementary School,101191.0,28.0,448.0,16.0,28.0,ALL,,,,,All,,,,,,1,15:22.7
4369,2017-2018,School,101192,Lakota Middle School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3381.0,Lakota Middle School,101192.0,43.0,783.0,18.2093,26.0,ALL,,,,,All,,,,,,1,15:22.7
4370,2017-2018,School,101193,Evergreen Middle School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3431.0,Evergreen Middle School,101193.0,41.0,689.0,16.804879999999997,22.0,ALL,,,,,All,,,,,,1,15:22.7
4371,2017-2018,School,101194,Olympic View Elementary School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3432.0,Olympic View Elementary School,101194.0,30.0,450.0,15.0,24.0,ALL,,,,,All,,,,,,1,15:22.7
4372,2017-2018,School,101195,Adelaide Elementary School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3519.0,Adelaide Elementary School,101195.0,28.0,382.0,13.64286,24.0,ALL,,,,,All,,,,,,1,15:22.7
4373,2017-2018,School,101196,Camelot Elementary School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3547.0,Camelot Elementary School,101196.0,23.0,307.0,13.347829999999998,22.0,ALL,,,,,All,,,,,,1,15:22.7
4374,2017-2018,School,101197,Sunnycrest Elementary School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3567.0,Sunnycrest Elementary School,101197.0,40.0,620.0,15.5,28.0,ALL,,,,,All,,,,,,1,15:22.7
4375,2017-2018,School,101198,Lake Grove Elementary School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3568.0,Lake Grove Elementary School,101198.0,27.0,428.0,15.85185,24.0,ALL,,,,,All,,,,,,1,15:22.7
4376,2017-2018,School,101199,Valhalla Elementary School,King,Puget Sound Educational Service District 121,100006.0,17210.0,Federal Way School District,100086.0,3582.0,Valhalla Elementary School,101199.0,37.0,587.0,15.86486,24.0,ALL,,,,,All,,,,,,1,15:22.7
