,SchoolYear,OrganizationLevel,County,ESDName,ESDOrganizationID,DistrictCode,DistrictName,DistrictOrganizationId,SchoolCode,SchoolName,SchoolOrganizationid,CurrentSchoolType,StudentGroupType,StudentGroup,GradeLevel,Test Administration (group),TestAdministration,TestSubject,Suppression,Count of Students Expected to Test,CountMetStandard,Count of students expected to test including previously passed,PercentMetStandard,PercentLevel1,PercentLevel2,PercentLevel3,PercentLevel4,PercentMetTestedOnly,Percent No Score,DataAsOf
518474,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,1751.0,Cascade Parent Partnership Program,101004.0,A,All,All Students,5,SBAC,SBAC,Math,None,17.0,4.0,17.0,23.5%,0.0,0.05882352941170000,0.1764705882352,0.05882352941170000,0.8,0.7058823529411,02/09/2022 12:00:00 AM
518477,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,1751.0,Cascade Parent Partnership Program,101004.0,A,All,All Students,6,SBAC,SBAC,ELA,None,16.0,3.0,16.0,18.8%,0.125,0.125,0.0625,0.125,0.42857142857140000,0.5625,02/09/2022 12:00:00 AM
518478,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,1751.0,Cascade Parent Partnership Program,101004.0,A,All,All Students,6,SBAC,SBAC,Math,None,16.0,2.0,16.0,12.5%,0.1875,0.125,0.0625,0.0625,0.28571428571420000,0.5625,02/09/2022 12:00:00 AM
518479,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,1751.0,Cascade Parent Partnership Program,101004.0,A,All,All Students,7,SBAC,SBAC,ELA,None,15.0,4.0,15.0,26.7%,0.0,0.0666666666666,0.2,0.0666666666666,0.8,0.6666666666666000,02/09/2022 12:00:00 AM
518480,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,1751.0,Cascade Parent Partnership Program,101004.0,A,All,All Students,7,SBAC,SBAC,Math,None,15.0,4.0,15.0,26.7%,0.0,0.1333333333333,0.1333333333333,0.1333333333333,0.6666666666666000,0.6,02/09/2022 12:00:00 AM
518481,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,1751.0,Cascade Parent Partnership Program,101004.0,A,All,All Students,8,SBAC,SBAC,Math,<10%,,,,<10%,,,,,,,02/09/2022 12:00:00 AM
518483,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,1751.0,Cascade Parent Partnership Program,101004.0,A,All,All Students,8,SBAC,SBAC,ELA,<10%,,,,<10%,,,,,,,02/09/2022 12:00:00 AM
518485,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,1751.0,Cascade Parent Partnership Program,101004.0,A,All,All Students,All Grades,SBAC,SBAC,ELA,None,95.0,24.0,95.0,25.3%,0.0631578947368,0.05263157894730000,0.09473684210520000,0.1578947368421,0.6857142857142,0.6315789473684,02/09/2022 12:00:00 AM
518486,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,1751.0,Cascade Parent Partnership Program,101004.0,A,All,All Students,All Grades,SBAC,SBAC,Math,None,95.0,22.0,95.0,23.2%,0.0842105263157,0.0736842105263,0.1473684210526,0.0842105263157,0.5945945945945,0.6105263157894000,02/09/2022 12:00:00 AM
518845,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,5292.0,Cascadia Elementary,105540.0,P,All,All Students,3,SBAC,SBAC,ELA,>97%,,,,>97%,,,,,,,02/09/2022 12:00:00 AM
518846,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,5292.0,Cascadia Elementary,105540.0,P,All,All Students,3,SBAC,SBAC,Math,>97%,,,,>97%,,,,,,,02/09/2022 12:00:00 AM
518848,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,5292.0,Cascadia Elementary,105540.0,P,All,All Students,4,SBAC,SBAC,ELA,>98%,,,,>98%,,,,,,,02/09/2022 12:00:00 AM
518849,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,5292.0,Cascadia Elementary,105540.0,P,All,All Students,4,SBAC,SBAC,Math,>98%,,,,>98%,,,,,,,02/09/2022 12:00:00 AM
518850,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,5292.0,Cascadia Elementary,105540.0,P,All,All Students,5,SBAC,SBAC,ELA,None,143.0,134.0,143.0,93.7%,0.0069930069930000000,0.013986013986000000,0.1888111888111,0.7482517482517000,0.978102189781,0.041958041958,02/09/2022 12:00:00 AM
518851,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,5292.0,Cascadia Elementary,105540.0,P,All,All Students,5,SBAC,SBAC,Math,None,143.0,128.0,143.0,89.5%,0.0,0.034965034965000000,0.12587412587410000,0.7692307692307,0.9624060150375,0.06993006993000000,02/09/2022 12:00:00 AM
518854,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,5292.0,Cascadia Elementary,105540.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,395.0,383.0,395.0,97.0%,0.0025316455696,0.0101265822784,0.1670886075949,0.8025316455696,0.9871134020618000,0.0177215189873,02/09/2022 12:00:00 AM
518855,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,5292.0,Cascadia Elementary,105540.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,395.0,378.0,395.0,95.7%,0.0,0.015189873417700000,0.1139240506329,0.8430379746835,0.984375,0.0278481012658,02/09/2022 12:00:00 AM
519096,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2838.0,Catharine Blaine K-8 School,101106.0,P,All,All Students,3,SBAC,SBAC,ELA,None,93.0,77.0,93.0,82.8%,0.07526881720430000,0.09677419354830000,0.26881720430100000,0.5591397849462,0.8279569892473,0.0,02/09/2022 12:00:00 AM
519097,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2838.0,Catharine Blaine K-8 School,101106.0,P,All,All Students,3,SBAC,SBAC,Math,None,93.0,77.0,93.0,82.8%,0.0430107526881,0.1290322580645,0.33333333333330000,0.4946236559139,0.8279569892473,0.0,02/09/2022 12:00:00 AM
519099,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2838.0,Catharine Blaine K-8 School,101106.0,P,All,All Students,4,SBAC,SBAC,ELA,None,87.0,73.0,87.0,83.9%,0.0689655172413,0.08045977011490000,0.25287356321830000,0.5862068965517000,0.8488372093023000,0.011494252873500000,02/09/2022 12:00:00 AM
519100,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2838.0,Catharine Blaine K-8 School,101106.0,P,All,All Students,4,SBAC,SBAC,Math,None,87.0,72.0,87.0,82.8%,0.0344827586206,0.12643678160910000,0.287356321839,0.5402298850574,0.8372093023255,0.011494252873500000,02/09/2022 12:00:00 AM
519102,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2838.0,Catharine Blaine K-8 School,101106.0,P,All,All Students,5,SBAC,SBAC,ELA,None,90.0,76.0,90.0,84.4%,0.0666666666666,0.0777777777777,0.2666666666666,0.5777777777777,0.8539325842696,0.011111111111100000,02/09/2022 12:00:00 AM
519103,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2838.0,Catharine Blaine K-8 School,101106.0,P,All,All Students,5,SBAC,SBAC,Math,None,90.0,72.0,90.0,80.0%,0.0555555555555,0.1333333333333,0.2111111111111,0.5888888888888000,0.8089887640449,0.011111111111100000,02/09/2022 12:00:00 AM
519105,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2838.0,Catharine Blaine K-8 School,101106.0,P,All,All Students,6,SBAC,SBAC,ELA,None,80.0,60.0,80.0,75.0%,0.05,0.2,0.275,0.475,0.75,0.0,02/09/2022 12:00:00 AM
519106,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2838.0,Catharine Blaine K-8 School,101106.0,P,All,All Students,6,SBAC,SBAC,Math,None,80.0,65.0,80.0,81.3%,0.0375,0.15,0.3125,0.5,0.8125,0.0,02/09/2022 12:00:00 AM
519108,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2838.0,Catharine Blaine K-8 School,101106.0,P,All,All Students,7,SBAC,SBAC,ELA,None,56.0,42.0,56.0,75.0%,0.1071428571428,0.125,0.5357142857142,0.21428571428570000,0.7636363636363000,0.017857142857100000,02/09/2022 12:00:00 AM
519109,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2838.0,Catharine Blaine K-8 School,101106.0,P,All,All Students,7,SBAC,SBAC,Math,None,56.0,38.0,56.0,67.9%,0.16071428571420000,0.125,0.125,0.5535714285714000,0.7037037037037000,0.035714285714200000,02/09/2022 12:00:00 AM
519111,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2838.0,Catharine Blaine K-8 School,101106.0,P,All,All Students,8,SBAC,SBAC,ELA,None,71.0,51.0,71.0,71.8%,0.056338028169,0.21126760563380000,0.4929577464788,0.225352112676,0.7285714285714,0.014084507042200000,02/09/2022 12:00:00 AM
519112,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2838.0,Catharine Blaine K-8 School,101106.0,P,All,All Students,8,SBAC,SBAC,Math,None,71.0,55.0,71.0,77.5%,0.0281690140845,0.1408450704225,0.225352112676,0.5492957746478,0.820895522388,0.056338028169,02/09/2022 12:00:00 AM
519115,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2838.0,Catharine Blaine K-8 School,101106.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,477.0,379.0,477.0,79.5%,0.0691823899371,0.1278825995807,0.3312368972746,0.4633123689727,0.8012684989429,0.0083857442348,02/09/2022 12:00:00 AM
519116,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2838.0,Catharine Blaine K-8 School,101106.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,477.0,379.0,477.0,79.5%,0.054507337526200000,0.1341719077568,0.2578616352201,0.5366876310272,0.8081023454157000,0.0167714884696,02/09/2022 12:00:00 AM
519590,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,5487.0,Cedar Park Elementary School,106070.0,P,All,All Students,3,SBAC,SBAC,ELA,N<10,,,,Suppressed: N<10,,,,,,,02/09/2022 12:00:00 AM
519591,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,5487.0,Cedar Park Elementary School,106070.0,P,All,All Students,3,SBAC,SBAC,Math,N<10,,,,Suppressed: N<10,,,,,,,02/09/2022 12:00:00 AM
519592,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,5487.0,Cedar Park Elementary School,106070.0,P,All,All Students,4,SBAC,SBAC,ELA,N<10,,,,Suppressed: N<10,,,,,,,02/09/2022 12:00:00 AM
519593,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,5487.0,Cedar Park Elementary School,106070.0,P,All,All Students,4,SBAC,SBAC,Math,N<10,,,,Suppressed: N<10,,,,,,,02/09/2022 12:00:00 AM
519594,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,5487.0,Cedar Park Elementary School,106070.0,P,All,All Students,5,SBAC,SBAC,ELA,N<10,,,,Suppressed: N<10,,,,,,,02/09/2022 12:00:00 AM
519595,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,5487.0,Cedar Park Elementary School,106070.0,P,All,All Students,5,SBAC,SBAC,Math,N<10,,,,Suppressed: N<10,,,,,,,02/09/2022 12:00:00 AM
519598,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,5487.0,Cedar Park Elementary School,106070.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,14.0,7.0,14.0,50.0%,0.14285714285710000,0.07142857142850000,0.21428571428570000,0.28571428571420000,0.7,0.28571428571420000,02/09/2022 12:00:00 AM
519599,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,5487.0,Cedar Park Elementary School,106070.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,14.0,6.0,14.0,42.9%,0.14285714285710000,0.14285714285710000,0.07142857142850000,0.35714285714280000,0.6,0.28571428571420000,02/09/2022 12:00:00 AM
519788,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3096.0,Chief Sealth International High School,101118.0,P,All,All Students,10,SBAC,SBAC,ELA,None,262.0,146.0,262.0,55.7%,0.12213740458010000,0.2213740458015,0.30916030534350000,0.2480916030534,0.6186440677966,0.0992366412213,02/09/2022 12:00:00 AM
519789,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3096.0,Chief Sealth International High School,101118.0,P,All,All Students,10,SBAC,SBAC,Math,None,258.0,80.0,258.0,31.0%,0.30232558139530000,0.2364341085271,0.2131782945736,0.0968992248062,0.3652968036529,0.1511627906976,02/09/2022 12:00:00 AM
519794,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3096.0,Chief Sealth International High School,101118.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,262.0,146.0,262.0,55.7%,0.12213740458010000,0.2213740458015,0.30916030534350000,0.2480916030534,0.6186440677966,0.0992366412213,02/09/2022 12:00:00 AM
519795,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3096.0,Chief Sealth International High School,101118.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,258.0,80.0,258.0,31.0%,0.30232558139530000,0.2364341085271,0.2131782945736,0.0968992248062,0.3652968036529,0.1511627906976,02/09/2022 12:00:00 AM
520029,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2392.0,Cleveland High School STEM,101089.0,P,All,All Students,10,SBAC,SBAC,ELA,None,223.0,186.0,223.0,83.4%,0.067264573991,0.0941704035874,0.39013452914790000,0.44394618834080000,0.8378378378378000,0.004484304932700000,02/09/2022 12:00:00 AM
520030,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2392.0,Cleveland High School STEM,101089.0,P,All,All Students,10,SBAC,SBAC,Math,None,223.0,125.0,223.0,56.1%,0.1928251121076,0.2286995515695,0.2556053811659,0.30493273542600000,0.5707762557077,0.0179372197309,02/09/2022 12:00:00 AM
520037,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2392.0,Cleveland High School STEM,101089.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,223.0,186.0,223.0,83.4%,0.067264573991,0.0941704035874,0.39013452914790000,0.44394618834080000,0.8378378378378000,0.004484304932700000,02/09/2022 12:00:00 AM
520038,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2392.0,Cleveland High School STEM,101089.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,223.0,125.0,223.0,56.1%,0.1928251121076,0.2286995515695,0.2556053811659,0.30493273542600000,0.5707762557077,0.0179372197309,02/09/2022 12:00:00 AM
520316,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2199.0,Concord International School,101064.0,P,All,All Students,3,SBAC,SBAC,ELA,None,71.0,27.0,71.0,38.0%,0.3098591549295,0.2394366197183,0.169014084507,0.21126760563380000,0.40909090909090000,0.0704225352112,02/09/2022 12:00:00 AM
520317,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2199.0,Concord International School,101064.0,P,All,All Students,3,SBAC,SBAC,Math,None,71.0,23.0,71.0,32.4%,0.3661971830985,0.2535211267605,0.169014084507,0.1549295774647,0.3432835820895,0.056338028169,02/09/2022 12:00:00 AM
520319,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2199.0,Concord International School,101064.0,P,All,All Students,4,SBAC,SBAC,ELA,None,57.0,24.0,57.0,42.1%,0.3157894736842,0.17543859649120000,0.2807017543859,0.1403508771929,0.46153846153840000,0.08771929824560000,02/09/2022 12:00:00 AM
520320,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2199.0,Concord International School,101064.0,P,All,All Students,4,SBAC,SBAC,Math,None,57.0,14.0,57.0,24.6%,0.1929824561403,0.4912280701754,0.2105263157894,0.035087719298200000,0.2641509433962,0.07017543859640000,02/09/2022 12:00:00 AM
520322,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2199.0,Concord International School,101064.0,P,All,All Students,5,SBAC,SBAC,ELA,None,45.0,24.0,45.0,53.3%,0.2,0.2,0.4444444444444,0.08888888888880000,0.5714285714285,0.0666666666666,02/09/2022 12:00:00 AM
520323,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2199.0,Concord International School,101064.0,P,All,All Students,5,SBAC,SBAC,Math,None,45.0,6.0,45.0,13.3%,0.2888888888888,0.5111111111111,0.0666666666666,0.0666666666666,0.14285714285710000,0.0666666666666,02/09/2022 12:00:00 AM
520326,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2199.0,Concord International School,101064.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,173.0,75.0,173.0,43.4%,0.28323699421960000,0.2080924855491,0.2774566473988,0.1560693641618,0.46875,0.0751445086705,02/09/2022 12:00:00 AM
520327,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2199.0,Concord International School,101064.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,173.0,43.0,173.0,24.9%,0.2890173410404,0.3988439306358,0.1560693641618,0.0924855491329,0.26543209876540000,0.0635838150289,02/09/2022 12:00:00 AM
520653,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2450.0,Daniel Bagley Elementary School,101094.0,P,All,All Students,3,SBAC,SBAC,ELA,None,73.0,57.0,73.0,78.1%,0.15068493150680000,0.0684931506849,0.3150684931506,0.4657534246575,0.7808219178082,0.0,02/09/2022 12:00:00 AM
520654,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2450.0,Daniel Bagley Elementary School,101094.0,P,All,All Students,3,SBAC,SBAC,Math,None,74.0,56.0,74.0,75.7%,0.1351351351351,0.1081081081081,0.3918918918918,0.36486486486480000,0.7567567567567,0.0,02/09/2022 12:00:00 AM
520658,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2450.0,Daniel Bagley Elementary School,101094.0,P,All,All Students,4,SBAC,SBAC,ELA,None,67.0,59.0,67.0,88.1%,0.07462686567160000,0.029850746268600000,0.2388059701492,0.6417910447761000,0.8939393939393,0.014925373134300000,02/09/2022 12:00:00 AM
520659,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2450.0,Daniel Bagley Elementary School,101094.0,P,All,All Students,4,SBAC,SBAC,Math,None,68.0,51.0,68.0,75.0%,0.07352941176470000,0.1617647058823,0.25,0.5,0.7611940298507,0.0147058823529,02/09/2022 12:00:00 AM
520664,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2450.0,Daniel Bagley Elementary School,101094.0,P,All,All Students,5,SBAC,SBAC,ELA,None,51.0,41.0,51.0,80.4%,0.078431372549,0.0980392156862,0.2745098039215,0.5294117647058,0.82,0.0196078431372,02/09/2022 12:00:00 AM
520665,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2450.0,Daniel Bagley Elementary School,101094.0,P,All,All Students,5,SBAC,SBAC,Math,None,51.0,36.0,51.0,70.6%,0.156862745098,0.1176470588235,0.235294117647,0.4705882352941,0.72,0.0196078431372,02/09/2022 12:00:00 AM
520671,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2450.0,Daniel Bagley Elementary School,101094.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,191.0,157.0,191.0,82.2%,0.1047120418848,0.0628272251308,0.2774869109947,0.5445026178010000,0.8306878306878,0.0104712041884,02/09/2022 12:00:00 AM
520672,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2450.0,Daniel Bagley Elementary School,101094.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,193.0,143.0,193.0,74.1%,0.11917098445590000,0.12953367875640000,0.300518134715,0.440414507772,0.7486910994764,0.0103626943005,02/09/2022 12:00:00 AM
521099,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2839.0,David T. Denny International Middle School,101107.0,P,All,All Students,6,SBAC,SBAC,ELA,None,294.0,144.0,294.0,49.0%,0.2619047619047,0.2414965986394,0.31292517006800000,0.1768707482993,0.49315068493150000,0.0068027210884,02/09/2022 12:00:00 AM
521100,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2839.0,David T. Denny International Middle School,101107.0,P,All,All Students,6,SBAC,SBAC,Math,None,296.0,154.0,296.0,52.0%,0.2702702702702,0.1993243243243,0.2229729729729,0.2972972972972,0.5255972696245000,0.0101351351351,02/09/2022 12:00:00 AM
521103,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2839.0,David T. Denny International Middle School,101107.0,P,All,All Students,7,SBAC,SBAC,ELA,None,283.0,144.0,283.0,50.9%,0.2296819787985,0.24734982332150000,0.321554770318,0.18727915194340000,0.516129032258,0.0141342756183,02/09/2022 12:00:00 AM
521104,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2839.0,David T. Denny International Middle School,101107.0,P,All,All Students,7,SBAC,SBAC,Math,None,283.0,141.0,283.0,49.8%,0.24028268551230000,0.24028268551230000,0.2155477031802,0.2826855123674,0.5090252707581,0.0212014134275,02/09/2022 12:00:00 AM
521112,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2839.0,David T. Denny International Middle School,101107.0,P,All,All Students,8,SBAC,SBAC,ELA,None,248.0,122.0,248.0,49.2%,0.2338709677419,0.25,0.3306451612903,0.1612903225806,0.5041322314049,0.024193548387,02/09/2022 12:00:00 AM
521113,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2839.0,David T. Denny International Middle School,101107.0,P,All,All Students,8,SBAC,SBAC,Math,None,246.0,99.0,246.0,40.2%,0.3495934959349,0.23170731707310000,0.16666666666660000,0.23577235772350000,0.40909090909090000,0.0162601626016,02/09/2022 12:00:00 AM
521119,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2839.0,David T. Denny International Middle School,101107.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,825.0,410.0,825.0,49.7%,0.24242424242420000,0.2460606060606,0.32121212121210000,0.1757575757575,0.5043050430504,0.0145454545454,02/09/2022 12:00:00 AM
521120,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,2839.0,David T. Denny International Middle School,101107.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,825.0,394.0,825.0,47.8%,0.2836363636363,0.2230303030303,0.2036363636363,0.2739393939393,0.48522167487680000,0.0157575757575,02/09/2022 12:00:00 AM
521617,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3803.0,Dearborn Park International School,101145.0,P,All,All Students,3,SBAC,SBAC,ELA,None,66.0,18.0,66.0,27.3%,0.3484848484848,0.2575757575757,0.1060606060606,0.16666666666660000,0.3103448275862,0.12121212121210000,02/09/2022 12:00:00 AM
521618,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3803.0,Dearborn Park International School,101145.0,P,All,All Students,3,SBAC,SBAC,Math,None,68.0,24.0,68.0,35.3%,0.36764705882350000,0.1617647058823,0.1323529411764,0.22058823529410000,0.4,0.1176470588235,02/09/2022 12:00:00 AM
521620,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3803.0,Dearborn Park International School,101145.0,P,All,All Students,4,SBAC,SBAC,ELA,None,57.0,28.0,57.0,49.1%,0.2456140350877,0.2280701754385,0.2807017543859,0.2105263157894,0.5090909090909,0.035087719298200000,02/09/2022 12:00:00 AM
521621,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3803.0,Dearborn Park International School,101145.0,P,All,All Students,4,SBAC,SBAC,Math,None,57.0,31.0,57.0,54.4%,0.1403508771929,0.26315789473680000,0.2807017543859,0.26315789473680000,0.574074074074,0.05263157894730000,02/09/2022 12:00:00 AM
521622,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3803.0,Dearborn Park International School,101145.0,P,All,All Students,5,SBAC,SBAC,Math,None,59.0,25.0,59.0,42.4%,0.1864406779661,0.3559322033898,0.20338983050840000,0.2203389830508,0.438596491228,0.0338983050847,02/09/2022 12:00:00 AM
521625,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3803.0,Dearborn Park International School,101145.0,P,All,All Students,5,SBAC,SBAC,ELA,None,59.0,33.0,59.0,55.9%,0.2881355932203,0.11864406779660000,0.3050847457627,0.2542372881355,0.578947368421,0.0338983050847,02/09/2022 12:00:00 AM
521627,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3803.0,Dearborn Park International School,101145.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,182.0,79.0,182.0,43.4%,0.2967032967032,0.20329670329670000,0.2252747252747,0.2087912087912,0.46470588235290000,0.065934065934,02/09/2022 12:00:00 AM
521628,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17001.0,Seattle School District No. 1,100229.0,3803.0,Dearborn Park International School,101145.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,184.0,80.0,184.0,43.5%,0.2391304347826,0.2554347826086,0.20108695652170000,0.2336956521739,0.4678362573099,0.07065217391300000,02/09/2022 12:00:00 AM
