,SchoolYear,OrganizationLevel,County,ESDName,ESDOrganizationID,DistrictCode,DistrictName,DistrictOrganizationId,SchoolCode,SchoolName,SchoolOrganizationid,CurrentSchoolType,StudentGroupType,StudentGroup,GradeLevel,Test Administration (group),TestAdministration,TestSubject,Suppression,Count of Students Expected to Test,CountMetStandard,Count of students expected to test including previously passed,PercentMetStandard,PercentLevel1,PercentLevel2,PercentLevel3,PercentLevel4,PercentMetTestedOnly,Percent No Score,DataAsOf
11231,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3825.0,Alpac Elementary School,101425.0,P,All,All Students,3,SBAC,SBAC,ELA,None,102.0,50.0,102.0,49.0%,0.2647058823529,0.2450980392156,0.1862745098039,0.30392156862740000,0.4901960784313,0.0,02/09/2022 12:00:00 AM
11232,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3825.0,Alpac Elementary School,101425.0,P,All,All Students,3,SBAC,SBAC,Math,None,102.0,60.0,102.0,58.8%,0.2156862745098,0.1862745098039,0.22549019607840000,0.3627450980392,0.5940594059405,0.0098039215686,02/09/2022 12:00:00 AM
11234,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3825.0,Alpac Elementary School,101425.0,P,All,All Students,4,SBAC,SBAC,ELA,None,103.0,54.0,103.0,52.4%,0.2912621359223,0.18446601941740000,0.3203883495145,0.2038834951456,0.5242718446601,0.0,02/09/2022 12:00:00 AM
11235,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3825.0,Alpac Elementary School,101425.0,P,All,All Students,4,SBAC,SBAC,Math,None,102.0,48.0,102.0,47.1%,0.1274509803921,0.40196078431370000,0.2450980392156,0.22549019607840000,0.4705882352941,0.0,02/09/2022 12:00:00 AM
11237,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3825.0,Alpac Elementary School,101425.0,P,All,All Students,5,SBAC,SBAC,ELA,None,104.0,62.0,104.0,59.6%,0.22115384615380000,0.18269230769230000,0.375,0.22115384615380000,0.5961538461538000,0.0,02/09/2022 12:00:00 AM
11238,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3825.0,Alpac Elementary School,101425.0,P,All,All Students,5,SBAC,SBAC,Math,None,103.0,56.0,103.0,54.4%,0.1650485436893,0.2912621359223,0.23300970873780000,0.31067961165040000,0.5436893203883,0.0,02/09/2022 12:00:00 AM
11241,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3825.0,Alpac Elementary School,101425.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,309.0,166.0,309.0,53.7%,0.25889967637540000,0.2038834951456,0.294498381877,0.2427184466019,0.5372168284789000,0.0,02/09/2022 12:00:00 AM
11242,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3825.0,Alpac Elementary School,101425.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,307.0,164.0,307.0,53.4%,0.1693811074918,0.2931596091205,0.2345276872964,0.29967426710090000,0.5359477124183,0.0032573289902000000,02/09/2022 12:00:00 AM
11592,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,5082.0,Arthur Jacobsen Elementary,104336.0,P,All,All Students,3,SBAC,SBAC,ELA,None,86.0,53.0,86.0,61.6%,0.2209302325581,0.1511627906976,0.23255813953480000,0.3837209302325,0.6235294117647,0.0116279069767,02/09/2022 12:00:00 AM
11593,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,5082.0,Arthur Jacobsen Elementary,104336.0,P,All,All Students,3,SBAC,SBAC,Math,None,87.0,54.0,87.0,62.1%,0.20689655172410000,0.16091954022980000,0.3103448275862,0.3103448275862,0.6279069767441,0.011494252873500000,02/09/2022 12:00:00 AM
11595,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,5082.0,Arthur Jacobsen Elementary,104336.0,P,All,All Students,4,SBAC,SBAC,ELA,None,105.0,70.0,105.0,66.7%,0.18095238095230000,0.1523809523809,0.3142857142857,0.3523809523809,0.6666666666666000,0.0,02/09/2022 12:00:00 AM
11596,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,5082.0,Arthur Jacobsen Elementary,104336.0,P,All,All Students,4,SBAC,SBAC,Math,None,105.0,62.0,105.0,59.0%,0.1142857142857,0.295238095238,0.28571428571420000,0.3047619047619,0.5904761904761,0.0,02/09/2022 12:00:00 AM
11601,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,5082.0,Arthur Jacobsen Elementary,104336.0,P,All,All Students,5,SBAC,SBAC,ELA,None,102.0,67.0,102.0,65.7%,0.1862745098039,0.156862745098,0.29411764705880000,0.3627450980392,0.656862745098,0.0,02/09/2022 12:00:00 AM
11602,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,5082.0,Arthur Jacobsen Elementary,104336.0,P,All,All Students,5,SBAC,SBAC,Math,None,102.0,60.0,102.0,58.8%,0.2058823529411,0.2058823529411,0.1862745098039,0.40196078431370000,0.5882352941176000,0.0,02/09/2022 12:00:00 AM
11608,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,5082.0,Arthur Jacobsen Elementary,104336.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,293.0,190.0,293.0,64.8%,0.1945392491467,0.15358361774740000,0.28327645051190000,0.3651877133105,0.6506849315068000,0.0034129692832,02/09/2022 12:00:00 AM
11609,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,5082.0,Arthur Jacobsen Elementary,104336.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,294.0,176.0,294.0,59.9%,0.1734693877551,0.2244897959183,0.2585034013605,0.34013605442170000,0.6006825938566000,0.0034013605442,02/09/2022 12:00:00 AM
12058,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,5037.0,Auburn Mountainview High School,104154.0,P,All,All Students,10,SBAC,SBAC,ELA,None,360.0,257.0,360.0,71.4%,0.08888888888880000,0.1555555555555,0.3944444444444,0.3194444444444,0.7449275362318,0.041666666666600000,02/09/2022 12:00:00 AM
12059,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,5037.0,Auburn Mountainview High School,104154.0,P,All,All Students,10,SBAC,SBAC,Math,None,361.0,138.0,361.0,38.2%,0.34349030470910000,0.22991689750690000,0.2714681440443,0.1108033240997,0.4,0.044321329639800000,02/09/2022 12:00:00 AM
12066,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,5037.0,Auburn Mountainview High School,104154.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,360.0,257.0,360.0,71.4%,0.08888888888880000,0.1555555555555,0.3944444444444,0.3194444444444,0.7449275362318,0.041666666666600000,02/09/2022 12:00:00 AM
12067,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,5037.0,Auburn Mountainview High School,104154.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,361.0,138.0,361.0,38.2%,0.34349030470910000,0.22991689750690000,0.2714681440443,0.1108033240997,0.4,0.044321329639800000,02/09/2022 12:00:00 AM
12383,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4474.0,Auburn Riverside High School,101432.0,P,All,All Students,10,SBAC,SBAC,ELA,None,422.0,309.0,422.0,73.2%,0.1018957345971,0.1563981042654,0.36018957345970000,0.3720379146919,0.7392344497607,0.009478672985700000,02/09/2022 12:00:00 AM
12384,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4474.0,Auburn Riverside High School,101432.0,P,All,All Students,10,SBAC,SBAC,Math,None,422.0,187.0,422.0,44.3%,0.2796208530805,0.2677725118483,0.2725118483412,0.17061611374400000,0.4473684210526,0.009478672985700000,02/09/2022 12:00:00 AM
12389,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4474.0,Auburn Riverside High School,101432.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,422.0,309.0,422.0,73.2%,0.1018957345971,0.1563981042654,0.36018957345970000,0.3720379146919,0.7392344497607,0.009478672985700000,02/09/2022 12:00:00 AM
12390,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4474.0,Auburn Riverside High School,101432.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,422.0,187.0,422.0,44.3%,0.2796208530805,0.2677725118483,0.2725118483412,0.17061611374400000,0.4473684210526,0.009478672985700000,02/09/2022 12:00:00 AM
12622,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,2795.0,Auburn Senior High School,101417.0,P,All,All Students,10,SBAC,SBAC,ELA,None,389.0,233.0,389.0,59.9%,0.12596401028270000,0.2210796915167,0.3804627249357,0.2185089974293,0.633152173913,0.0539845758354,02/09/2022 12:00:00 AM
12623,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,2795.0,Auburn Senior High School,101417.0,P,All,All Students,10,SBAC,SBAC,Math,None,390.0,86.0,390.0,22.1%,0.4692307692307,0.2461538461538,0.14615384615380000,0.07435897435890000,0.23561643835610000,0.0641025641025,02/09/2022 12:00:00 AM
12629,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,2795.0,Auburn Senior High School,101417.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,389.0,233.0,389.0,59.9%,0.12596401028270000,0.2210796915167,0.3804627249357,0.2185089974293,0.633152173913,0.0539845758354,02/09/2022 12:00:00 AM
12630,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,2795.0,Auburn Senior High School,101417.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,390.0,86.0,390.0,22.1%,0.4692307692307,0.2461538461538,0.14615384615380000,0.07435897435890000,0.23561643835610000,0.0641025641025,02/09/2022 12:00:00 AM
12992,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,2394.0,Cascade Middle School,101414.0,P,All,All Students,6,SBAC,SBAC,ELA,None,273.0,121.0,273.0,44.3%,0.3260073260073,0.22710622710620000,0.3260073260073,0.11721611721610000,0.44485294117640000,0.003663003663,02/09/2022 12:00:00 AM
12993,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,2394.0,Cascade Middle School,101414.0,P,All,All Students,6,SBAC,SBAC,Math,None,272.0,96.0,272.0,35.3%,0.33455882352940000,0.29411764705880000,0.21323529411760000,0.1397058823529,0.3595505617977,0.018382352941100000,02/09/2022 12:00:00 AM
12997,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,2394.0,Cascade Middle School,101414.0,P,All,All Students,7,SBAC,SBAC,ELA,Cross Organization - N<10,,,,43.6%,0.310606060606,0.2272727272727,0.28030303030300000,0.155303030303,0.4474708171206,0.026515151515100000,02/09/2022 12:00:00 AM
12998,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,2394.0,Cascade Middle School,101414.0,P,All,All Students,7,SBAC,SBAC,Math,Cross Organization - N<10,,,,32.3%,0.361216730038,0.28517110266150000,0.1711026615969,0.15209125475280000,0.33333333333330000,0.030418250950500000,02/09/2022 12:00:00 AM
13002,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,2394.0,Cascade Middle School,101414.0,P,All,All Students,8,SBAC,SBAC,ELA,None,230.0,123.0,230.0,53.5%,0.2391304347826,0.22608695652170000,0.3826086956521,0.1521739130434,0.5347826086956000,0.0,02/09/2022 12:00:00 AM
13003,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,2394.0,Cascade Middle School,101414.0,P,All,All Students,8,SBAC,SBAC,Math,None,230.0,91.0,230.0,39.6%,0.33478260869560000,0.2608695652173,0.22173913043470000,0.17391304347820000,0.3991228070175,0.0086956521739,02/09/2022 12:00:00 AM
13009,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,2394.0,Cascade Middle School,101414.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,767.0,359.0,767.0,46.8%,0.2946544980443,0.2268578878748,0.32724902216420000,0.1408083441981,0.4729907773386,0.0104302477183,02/09/2022 12:00:00 AM
13010,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,2394.0,Cascade Middle School,101414.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,765.0,272.0,765.0,35.6%,0.3437908496732,0.28104575163390000,0.20130718954240000,0.154248366013,0.36266666666660000,0.0196078431372,02/09/2022 12:00:00 AM
13485,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3439.0,Chinook Elementary School,101421.0,P,All,All Students,3,SBAC,SBAC,ELA,None,82.0,40.0,82.0,48.8%,0.2926829268292,0.2073170731707,0.24390243902430000,0.24390243902430000,0.4938271604938,0.0121951219512,02/09/2022 12:00:00 AM
13486,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3439.0,Chinook Elementary School,101421.0,P,All,All Students,3,SBAC,SBAC,Math,None,82.0,45.0,82.0,54.9%,0.24390243902430000,0.19512195121950000,0.36585365853650000,0.18292682926820000,0.5555555555555000,0.0121951219512,02/09/2022 12:00:00 AM
13490,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3439.0,Chinook Elementary School,101421.0,P,All,All Students,4,SBAC,SBAC,ELA,None,83.0,33.0,83.0,39.8%,0.3734939759036,0.2289156626506,0.2530120481927,0.144578313253,0.3975903614457,0.0,02/09/2022 12:00:00 AM
13491,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3439.0,Chinook Elementary School,101421.0,P,All,All Students,4,SBAC,SBAC,Math,None,84.0,37.0,84.0,44.0%,0.2738095238095,0.28571428571420000,0.2738095238095,0.16666666666660000,0.4404761904761,0.0,02/09/2022 12:00:00 AM
13496,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3439.0,Chinook Elementary School,101421.0,P,All,All Students,5,SBAC,SBAC,ELA,None,95.0,59.0,95.0,62.1%,0.23157894736840000,0.1473684210526,0.3368421052631,0.2842105263157,0.6210526315789,0.0,02/09/2022 12:00:00 AM
13497,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3439.0,Chinook Elementary School,101421.0,P,All,All Students,5,SBAC,SBAC,Math,None,93.0,59.0,93.0,63.4%,0.18279569892470000,0.18279569892470000,0.2795698924731,0.3548387096774,0.6344086021505,0.0,02/09/2022 12:00:00 AM
13503,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3439.0,Chinook Elementary School,101421.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,260.0,132.0,260.0,50.8%,0.2961538461538,0.1923076923076,0.2807692307692,0.22692307692300000,0.5096525096525,0.0038461538461,02/09/2022 12:00:00 AM
13505,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3439.0,Chinook Elementary School,101421.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,259.0,141.0,259.0,54.4%,0.23166023166020000,0.22007722007720000,0.30501930501930000,0.23938223938220000,0.5465116279069,0.003861003861,02/09/2022 12:00:00 AM
14011,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,2932.0,Dick Scobee Elementary School,101418.0,P,All,All Students,3,SBAC,SBAC,ELA,None,93.0,42.0,93.0,45.2%,0.34408602150530000,0.2043010752688,0.30107526881720000,0.15053763440860000,0.4516129032258,0.0,02/09/2022 12:00:00 AM
14012,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,2932.0,Dick Scobee Elementary School,101418.0,P,All,All Students,3,SBAC,SBAC,Math,None,93.0,35.0,93.0,37.6%,0.3225806451612,0.30107526881720000,0.2043010752688,0.17204301075260000,0.3763440860215,0.0,02/09/2022 12:00:00 AM
14014,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,2932.0,Dick Scobee Elementary School,101418.0,P,All,All Students,4,SBAC,SBAC,ELA,None,84.0,35.0,84.0,41.7%,0.3809523809523,0.1904761904761,0.2261904761904,0.1904761904761,0.4216867469879,0.0119047619047,02/09/2022 12:00:00 AM
14015,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,2932.0,Dick Scobee Elementary School,101418.0,P,All,All Students,4,SBAC,SBAC,Math,None,84.0,29.0,84.0,34.5%,0.33333333333330000,0.3095238095238,0.28571428571420000,0.05952380952380000,0.3493975903614,0.0119047619047,02/09/2022 12:00:00 AM
14017,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,2932.0,Dick Scobee Elementary School,101418.0,P,All,All Students,5,SBAC,SBAC,ELA,None,70.0,36.0,70.0,51.4%,0.3,0.17142857142850000,0.28571428571420000,0.2285714285714,0.5217391304347,0.0142857142857,02/09/2022 12:00:00 AM
14018,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,2932.0,Dick Scobee Elementary School,101418.0,P,All,All Students,5,SBAC,SBAC,Math,None,70.0,37.0,70.0,52.9%,0.2571428571428,0.21428571428570000,0.2428571428571,0.28571428571420000,0.5285714285714,0.0,02/09/2022 12:00:00 AM
14021,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,2932.0,Dick Scobee Elementary School,101418.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,247.0,113.0,247.0,45.7%,0.34412955465580000,0.1902834008097,0.27125506072870000,0.18623481781370000,0.4612244897959,0.0080971659919,02/09/2022 12:00:00 AM
14022,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,2932.0,Dick Scobee Elementary School,101418.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,247.0,101.0,247.0,40.9%,0.3076923076923,0.2793522267206,0.242914979757,0.165991902834,0.410569105691,0.0040485829959,02/09/2022 12:00:00 AM
14393,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3745.0,Evergreen Heights Elementary,101424.0,P,All,All Students,3,SBAC,SBAC,ELA,None,93.0,65.0,93.0,69.9%,0.10752688172040000,0.1935483870967,0.21505376344080000,0.4838709677419,0.6989247311827000,0.0,02/09/2022 12:00:00 AM
14394,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3745.0,Evergreen Heights Elementary,101424.0,P,All,All Students,3,SBAC,SBAC,Math,None,93.0,63.0,93.0,67.7%,0.15053763440860000,0.17204301075260000,0.18279569892470000,0.4946236559139,0.6774193548387,0.0,02/09/2022 12:00:00 AM
14396,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3745.0,Evergreen Heights Elementary,101424.0,P,All,All Students,4,SBAC,SBAC,ELA,None,91.0,68.0,91.0,74.7%,0.098901098901,0.1538461538461,0.3296703296703,0.4175824175824,0.7472527472527000,0.0,02/09/2022 12:00:00 AM
14397,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3745.0,Evergreen Heights Elementary,101424.0,P,All,All Students,4,SBAC,SBAC,Math,None,92.0,71.0,92.0,77.2%,0.043478260869500000,0.1847826086956,0.3260869565217,0.445652173913,0.7717391304347,0.0,02/09/2022 12:00:00 AM
14399,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3745.0,Evergreen Heights Elementary,101424.0,P,All,All Students,5,SBAC,SBAC,ELA,None,70.0,46.0,70.0,65.7%,0.2285714285714,0.1,0.38571428571420000,0.2714285714285,0.6666666666666000,0.0142857142857,02/09/2022 12:00:00 AM
14400,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3745.0,Evergreen Heights Elementary,101424.0,P,All,All Students,5,SBAC,SBAC,Math,None,70.0,39.0,70.0,55.7%,0.14285714285710000,0.28571428571420000,0.2428571428571,0.3142857142857,0.5652173913043,0.0142857142857,02/09/2022 12:00:00 AM
14403,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3745.0,Evergreen Heights Elementary,101424.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,254.0,179.0,254.0,70.5%,0.1377952755905,0.15354330708660000,0.3031496062992,0.4015748031496,0.7075098814229000,0.003937007874000000,02/09/2022 12:00:00 AM
14404,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3745.0,Evergreen Heights Elementary,101424.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,255.0,173.0,255.0,67.8%,0.10980392156860000,0.2078431372549,0.2509803921568,0.4274509803921,0.6811023622047,0.0039215686274,02/09/2022 12:00:00 AM
14748,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3669.0,Gildo Rey Elementary School,101423.0,P,All,All Students,3,SBAC,SBAC,ELA,None,129.0,72.0,129.0,55.8%,0.1782945736434,0.2558139534883,0.24031007751930000,0.3178294573643,0.5625,0.007751937984400000,02/09/2022 12:00:00 AM
14749,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3669.0,Gildo Rey Elementary School,101423.0,P,All,All Students,3,SBAC,SBAC,Math,None,129.0,79.0,129.0,61.2%,0.1705426356589,0.2093023255813,0.33333333333330000,0.27906976744180000,0.6171875,0.007751937984400000,02/09/2022 12:00:00 AM
14751,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3669.0,Gildo Rey Elementary School,101423.0,P,All,All Students,4,SBAC,SBAC,ELA,None,83.0,56.0,83.0,67.5%,0.0963855421686,0.2168674698795,0.2530120481927,0.4216867469879,0.6829268292682000,0.012048192771000000,02/09/2022 12:00:00 AM
14752,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3669.0,Gildo Rey Elementary School,101423.0,P,All,All Students,4,SBAC,SBAC,Math,None,83.0,65.0,83.0,78.3%,0.08433734939750000,0.1204819277108,0.3493975903614,0.433734939759,0.7926829268292000,0.012048192771000000,02/09/2022 12:00:00 AM
14754,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3669.0,Gildo Rey Elementary School,101423.0,P,All,All Students,5,SBAC,SBAC,ELA,None,98.0,69.0,98.0,70.4%,0.1326530612244,0.1632653061224,0.35714285714280000,0.3469387755102,0.7040816326530000,0.0,02/09/2022 12:00:00 AM
14755,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3669.0,Gildo Rey Elementary School,101423.0,P,All,All Students,5,SBAC,SBAC,Math,None,98.0,82.0,98.0,83.7%,0.07142857142850000,0.0918367346938,0.1938775510204,0.6428571428571,0.8367346938775,0.0,02/09/2022 12:00:00 AM
14758,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3669.0,Gildo Rey Elementary School,101423.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,310.0,197.0,310.0,63.5%,0.1419354838709,0.216129032258,0.2806451612903,0.3548387096774,0.6396103896103,0.006451612903200000,02/09/2022 12:00:00 AM
14759,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,3669.0,Gildo Rey Elementary School,101423.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,310.0,226.0,310.0,72.9%,0.116129032258,0.1483870967741,0.2935483870967,0.4354838709677,0.7337662337662,0.006451612903200000,02/09/2022 12:00:00 AM
15091,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4347.0,Hazelwood Elementary School,101428.0,P,All,All Students,3,SBAC,SBAC,ELA,None,98.0,79.0,98.0,80.6%,0.0918367346938,0.10204081632650000,0.2755102040816,0.5306122448979,0.8061224489795000,0.0,02/09/2022 12:00:00 AM
15092,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4347.0,Hazelwood Elementary School,101428.0,P,All,All Students,3,SBAC,SBAC,Math,None,98.0,80.0,98.0,81.6%,0.0918367346938,0.0918367346938,0.2653061224489,0.5510204081632,0.8163265306122,0.0,02/09/2022 12:00:00 AM
15094,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4347.0,Hazelwood Elementary School,101428.0,P,All,All Students,4,SBAC,SBAC,ELA,None,100.0,62.0,100.0,62.0%,0.15,0.23,0.33,0.29,0.62,0.0,02/09/2022 12:00:00 AM
15095,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4347.0,Hazelwood Elementary School,101428.0,P,All,All Students,4,SBAC,SBAC,Math,None,100.0,62.0,100.0,62.0%,0.08,0.3,0.32,0.3,0.62,0.0,02/09/2022 12:00:00 AM
15097,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4347.0,Hazelwood Elementary School,101428.0,P,All,All Students,5,SBAC,SBAC,ELA,None,103.0,69.0,103.0,67.0%,0.126213592233,0.2038834951456,0.3592233009708,0.31067961165040000,0.6699029126213000,0.0,02/09/2022 12:00:00 AM
15098,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4347.0,Hazelwood Elementary School,101428.0,P,All,All Students,5,SBAC,SBAC,Math,None,103.0,70.0,103.0,68.0%,0.126213592233,0.1941747572815,0.252427184466,0.4271844660194000,0.6796116504854,0.0,02/09/2022 12:00:00 AM
15101,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4347.0,Hazelwood Elementary School,101428.0,P,All,All Students,All Grades,SBAC,SBAC,ELA,None,301.0,210.0,301.0,69.8%,0.1229235880398,0.1794019933554,0.3222591362126,0.37541528239200000,0.6976744186046,0.0,02/09/2022 12:00:00 AM
15102,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4347.0,Hazelwood Elementary School,101428.0,P,All,All Students,All Grades,SBAC,SBAC,Math,None,301.0,212.0,301.0,70.4%,0.09966777408630000,0.1960132890365,0.27906976744180000,0.4252491694352,0.704318936877,0.0,02/09/2022 12:00:00 AM
15437,2017-18,School,King,Puget Sound Educational Service District 121,100006.0,17408.0,Auburn School District,100016.0,4417.0,Ilalko Elementary School,101430.0,P,All,All Students,3,SBAC,SBAC,ELA,None,106.0,60.0,106.0,56.6%,0.2075471698113,0.22641509433960000,0.25471698113200000,0.3113207547169,0.566037735849,0.0,02/09/2022 12:00:00 AM
